ProductName,StringID,GUID
Microsoft Teams Rooms Basic without Audio Conferencing,Microsoft_Teams_Rooms_Basic_without_Audio_Conferencing,50509a35-f0bd-4c5e-89ac-22f0e16a00f8
Microsoft Teams Rooms Pro,Microsoft_Teams_Rooms_Pro,4cde982a-ede4-4409-9ae6-b003453c8ea6
Microsoft Teams Rooms Pro for EDU,Microsoft_Teams_Rooms_Pro_FAC,c25e2b36-e161-4946-bef2-69239729f690
Microsoft Teams Rooms Pro without Audio Conferencing,Microsoft_Teams_Rooms_Pro_without_Audio_Conferencing,21943e3a-2429-4f83-84c1-02735cd49e78
Microsoft Teams Rooms Standard,MEETING_ROOM,6070a4c8-34c6-4937-8dfb-39bbc6397a60
Microsoft Teams Shared Devices,MCOCAP,295a8eb0-f78d-45c7-8b5b-1eed5ed02dff
Microsoft Teams Shared Devices for GCC,MCOCAP_GOV,b1511558-69bd-4e1b-8270-59ca96dba0f3
Microsoft Teams Trial,MS_TEAMS_IW,74fbf1bb-47c6-4796-9623-77dc7371723b
Microsoft Threat Experts - Experts on Demand,EXPERTS_ON_DEMAND,9fa2f157-c8e4-4351-a3f2-ffa506da1406
Microsoft Workplace Analytics,WORKPLACE_ANALYTICS,3d957427-ecdc-4df2-aacd-01cc9d519da8
Microsoft Viva Goals,Microsoft_Viva_Goals,ba929637-f158-4dee-927c-eb7cdefcd955
Microsoft Viva Suite,VIVA,61902246-d7cb-453e-85cd-53ee28eec138
Minecraft Education Faculty,MEE_FACULTY,984df360-9a74-4647-8cf8-696749f6247a
Minecraft Education Student,MEE_STUDENT,533b8f26-f74b-4e9c-9c59-50fc4b393b63
Multi-Geo Capabilities in Office 365,OFFICE365_MULTIGEO,84951599-62b7-46f3-9c9d-30551b2ad607
Nonprofit Portal,NONPROFIT_PORTAL,aa2695c9-8d59-4800-9dc8-12e01f1735af
Office 365 A1 for Faculty,STANDARDWOFFPACK_FACULTY,94763226-9b3c-4e75-a931-5c89701abe66
Office 365 A1 Plus for Faculty,STANDARDWOFFPACK_IW_FACULTY,78e66a63-337a-4a9a-8959-41c6654dfb56
Office 365 A1 for Students,STANDARDWOFFPACK_STUDENT,314c4481-f395-4525-be8b-2ec4bb1e9d91
Office 365 A1 Plus for Students,STANDARDWOFFPACK_IW_STUDENT,e82ae690-a2d5-4d76-8d30-7c6e01e6022e
Office 365 A3 for Faculty,ENTERPRISEPACKPLUS_FACULTY,e578b273-6db4-4691-bba0-8d691f4da603
Office 365 A3 for Students,ENTERPRISEPACKPLUS_STUDENT,98b6e773-24d4-4c0d-a968-6e787a1f8204
Office 365 A5 for faculty,ENTERPRISEPREMIUM_FACULTY,a4585165-0533-458a-97e3-c400570268c4
Office 365 A5 for students,ENTERPRISEPREMIUM_STUDENT,ee656612-49fa-43e5-b67e-cb1fdf7699df
Office 365 Advanced Compliance,EQUIVIO_ANALYTICS,1b1b1f7a-8355-43b6-829f-336cfccb744c
Microsoft Defender for Office 365 (Plan 1),ATP_ENTERPRISE,4ef96642-f096-40de-a3e9-d83fb2f90211
Office 365 Extra File Storage for GCC,SHAREPOINTSTORAGE_GOV,e5788282-6381-469f-84f0-3d7d4021d34d
Microsoft Teams Commercial Cloud,TEAMS_COMMERCIAL_TRIAL,29a2f828-8f39-4837-b8ff-c957e86abe3c
Office 365 Cloud App Security,ADALLOM_O365,84d5f90f-cd0d-4864-b90b-1c7ba63b4808
Office 365 Extra File Storage,SHAREPOINTSTORAGE,99049c9c-6011-4908-bf17-15f496e6519d
Office 365 E1,STANDARDPACK,18181a46-0d4e-45cd-891e-60aabd171b4e
Office 365 E2,STANDARDWOFFPACK,6634e0ce-1a9f-428c-a498-f84ec7b8aa2e
Office 365 E3,ENTERPRISEPACK,6fd2c87f-b296-42f0-b197-1e91e994b900
Office 365 E3 Developer,DEVELOPERPACK,189a915c-fe4f-4ffa-bde4-85b9628d07a0
Office 365 E3_USGOV_DOD,ENTERPRISEPACK_USGOV_DOD,b107e5a3-3e60-4c0d-a184-a7e4395eb44c
Office 365 E3_USGOV_GCCHIGH,ENTERPRISEPACK_USGOV_GCCHIGH,aea38a85-9bd5-4981-aa00-616b411205bf
Office 365 E4,ENTERPRISEWITHSCAL,1392051d-0cb9-4b7a-88d5-621fee5e8711
Office 365 E5,ENTERPRISEPREMIUM,c7df2760-2c81-4ef7-b578-5b5392b571df
Office 365 E5 without Audio Conferencing,ENTERPRISEPREMIUM_NOPSTNCONF,26d45bd9-adf1-46cd-a9e1-51e9a5524128
Office 365 F3,DESKLESSPACK,4b585984-651b-448a-9e53-3b10f069cf7f
Office 365 G1 GCC,STANDARDPACK_GOV,3f4babde-90ec-47c6-995d-d223749065d1
Office 365 G3 GCC,ENTERPRISEPACK_GOV,535a3a29-c5f0-42fe-8215-d3b9e1f38c4a
Office 365 G5 GCC,ENTERPRISEPREMIUM_GOV,8900a2c0-edba-4079-bdf3-b276e293b6a8
Office 365 Advanced Compliance for GCC,EQUIVIO_ANALYTICS_GOV,1a585bba-1ce3-416e-b1d6-9c482b52fcf6
Office 365 Midsize Business,MIDSIZEPACK,04a7fb0d-32e0-4241-b4f5-3f7618cd1162
Office 365 Small Business,LITEPACK,bd09678e-b83c-4d3f-aaba-3dad4abd128b
Office 365 Small Business Premium,LITEPACK_P2,fc14ec4a-4169-49a4-a51e-2c852931814b
OneDrive for Business (Plan 1),WACONEDRIVESTANDARD,e6778190-713e-4e4f-9119-8b8238de25df
OneDrive for Business (Plan 2),WACONEDRIVEENTERPRISE,ed01faf2-1d88-4947-ae91-45ca18703a96
Power Apps and Logic Flows,POWERAPPS_INDIVIDUAL_USER,87bbbc60-4754-4998-8c88-227dca264858
Power Apps per app baseline access,POWERAPPS_PER_APP_IW,bf666882-9c9b-4b2e-aa2f-4789b0a52ba2
Power Apps per app Plan,POWERAPPS_PER_APP,a8ad7d2b-b8cf-49d6-b25a-69094a0be206
Power Apps per app Plan (1 app or portal),POWERAPPS_PER_APP_NEW,b4d7b828-e8dc-4518-91f9-e123ae48440d
Power Apps per user Plan,POWERAPPS_PER_USER,b30411f5-fea1-4a59-9ad9-3db7c7ead579
Power Apps per user Plan for Government,POWERAPPS_PER_USER_GCC,8e4c6baa-f2ff-4884-9c38-93785d0d7ba1
Power Apps Plan 1 for Government,POWERAPPS_P1_GOV,eca22b68-b31f-4e9c-a20c-4d40287bc5dd
Power Apps Portals login capacity add-on Tier 2 (10 unit min),POWERAPPS_PORTALS_LOGIN_T2,57f3babd-73ce-40de-bcb2-dadbfbfff9f7
Power Apps Portals login capacity add-on Tier 2 (10 unit min) for Government,POWERAPPS_PORTALS_LOGIN_T2_GCC,26c903d5-d385-4cb1-b650-8d81a643b3c4
Power Apps Portals login capacity add-on Tier 3 (50 unit min),POWERAPPS_PORTALS_LOGIN_T3,927d8402-8d3b-40e8-b779-34e859f7b497
Power Apps Portals page view capacity add-on,POWERAPPS_PORTALS_PAGEVIEW,a0de5e3a-2500-4a19-b8f4-ec1c64692d22
Power Apps Portals page view capacity add-on for Government,POWERAPPS_PORTALS_PAGEVIEW_GCC,15a64d3e-5b99-4c4b-ae8f-aa6da264bfe7
Power Automate per flow plan,FLOW_BUSINESS_PROCESS,b3a42176-0a8c-4c3f-ba4e-f2b37fe5be6b
Power Automate per user plan,FLOW_PER_USER,4a51bf65-409c-4a91-b845-1121b571cc9d
Power Automate per user plan dept,FLOW_PER_USER_DEPT,d80a4c5d-8f05-4b64-9926-6574b9e6aee4
Power Automate per user plan for Government,FLOW_PER_USER_GCC,c8803586-c136-479a-8ff3-f5f32d23a68e
Power Automate per user with attended RPA plan,POWERAUTOMATE_ATTENDED_RPA,eda1941c-3c4f-4995-b5eb-e85a42175ab9
Power Automate Plan 1 for Government (Qualified Offer),FLOW_P1_GOV,2b3b0c87-36af-4d15-8124-04a691cc2546
Power Automate unattended RPA add-on,POWERAUTOMATE_UNATTENDED_RPA,3539d28c-6e35-4a30-b3a9-cd43d5d3e0e2
Power BI,POWER_BI_INDIVIDUAL_USER,e2767865-c3c9-4f09-9f99-6eee6eef861a
Power BI (free),POWER_BI_STANDARD,a403ebcc-fae0-4ca2-8c8c-7a907fd6c235
Power BI for Office 365 Add-On,POWER_BI_ADDON,45bc2c81-6072-436a-9b0b-3b12eefbc402
Power BI Premium P1,PBI_PREMIUM_P1_ADDON,7b26f5ab-a763-4c00-a1ac-f6c4b5506945
Power BI Premium Per User,PBI_PREMIUM_PER_USER,c1d032e0-5619-4761-9b5c-75b6831e1711
Power BI Premium Per User Add-On,PBI_PREMIUM_PER_USER_ADDON,de376a03-6e5b-42ec-855f-093fb50b8ca5
Power BI Premium Per User for Faculty,PBI_PREMIUM_PER_USER_FACULTY,060d8061-f606-4e69-a4e7-e8fff75ea1f5
Power BI Premium Per User Dept,PBI_PREMIUM_PER_USER_DEPT,f168a3fb-7bcf-4a27-98c3-c235ea4b78b4
Power BI Pro,POWER_BI_PRO,f8a1db68-be16-40ed-86d5-cb42ce701560
Power BI Pro CE,POWER_BI_PRO_CE,420af87e-8177-4146-a780-3786adaffbca
Power BI Pro Dept,POWER_BI_PRO_DEPT,3a6a908c-09c5-406a-8170-8ebb63c42882
Power BI Pro for Faculty,POWER_BI_PRO_FACULTY,de5f128b-46d7-4cfc-b915-a89ba060ea56
Power BI Pro for GCC,POWERBI_PRO_GOV,f0612879-44ea-47fb-baf0-3d76d9235576
Power Pages vTrial for Makers,Power_Pages_vTrial_for_Makers,3f9f06f5-3c31-472c-985f-62d9c10ec167
Power Virtual Agent,VIRTUAL_AGENT_BASE,e4e55366-9635-46f4-a907-fc8c3b5ec81f
Power Virtual Agent User License,VIRTUAL_AGENT_USL,4b74a65c-8b4a-4fc8-9f6b-5177ed11ddfa
Power Virtual Agents Viral Trial,CCIBOTS_PRIVPREV_VIRAL,606b54a9-78d8-4298-ad8b-df6ef4481c80
Privacy Management – risk,PRIVACY_MANAGEMENT_RISK,e42bc969-759a-4820-9283-6b73085b68e6
Privacy Management - risk for EDU,PRIVACY_MANAGEMENT_RISK_EDU,dcdbaae7-d8c9-40cb-8bb1-62737b9e5a86
Privacy Management - risk GCC,PRIVACY_MANAGEMENT_RISK_GCC,046f7d3b-9595-4685-a2e8-a2832d2b26aa
Privacy Management - risk_USGOV_DOD,PRIVACY_MANAGEMENT_RISK_USGOV_DOD,83b30692-0d09-435c-a455-2ab220d504b9
Privacy Management - risk_USGOV_GCCHIGH,PRIVACY_MANAGEMENT_RISK_USGOV_GCCHIGH,787d7e75-29ca-4b90-a3a9-0b780b35367c
Privacy Management - subject rights request (1),PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_1_V2,d9020d1c-94ef-495a-b6de-818cbbcaa3b8
Privacy Management - subject rights request (1) for EDU,PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_1_EDU_V2,475e3e81-3c75-4e07-95b6-2fed374536c8
Privacy Management - subject rights request (1) GCC,PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_1_V2_GCC,017fb6f8-00dd-4025-be2b-4eff067cae72
Privacy Management - subject rights request (1) USGOV_DOD,PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_1_V2_USGOV_DOD,d3c841f3-ea93-4da2-8040-6f2348d20954
Privacy Management - subject rights request (1) USGOV_GCCHIGH,PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_1_V2_USGOV_GCCHIGH,706d2425-6170-4818-ba08-2ad8f1d2d078
Privacy Management - subject rights request (10),PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_10_V2,78ea43ac-9e5d-474f-8537-4abb82dafe27
Privacy Management - subject rights request (10) for EDU,PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_10_EDU_V2,e001d9f1-5047-4ebf-8927-148530491f83
Privacy Management - subject rights request (10) GCC,PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_10_V2_GCC,a056b037-1fa0-4133-a583-d05cff47d551
Privacy Management - subject rights request (10) USGOV_DOD,PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_10_V2_USGOV_DOD,ab28dfa1-853a-4f54-9315-f5146975ac9a
Privacy Management - subject rights request (10) USGOV_GCCHIGH,PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_10_V2_USGOV_GCCHIGH,f6aa3b3d-62f4-4c1d-a44f-0550f40f729c
Privacy Management - subject rights request (50),PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_50,c416b349-a83c-48cb-9529-c420841dedd6
Privacy Management - subject rights request (50),PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_50_V2,f6c82f13-9554-4da1-bed3-c024cc906e02
Privacy Management - subject rights request (50) for EDU,PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_50_EDU_V2,ed45d397-7d61-4110-acc0-95674917bb14
Privacy Management - subject rights request (100),PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_100_V2,cf4c6c3b-f863-4940-97e8-1d25e912f4c4
Privacy Management - subject rights request (100) for EDU,PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_100_EDU_V2,9b85b4f0-92d9-4c3d-b230-041520cb1046
Privacy Management - subject rights request (100) GCC,PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_100_V2_GCC,91bbc479-4c2c-4210-9c88-e5b468c35b83
Privacy Management - subject rights request (100) USGOV_DOD,PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_100_V2_USGOV_DOD,ba6e69d5-ba2e-47a7-b081-66c1b8e7e7d4
Privacy Management - subject rights request (100) USGOV_GCCHIGH,PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_100_V2_USGOV_GCCHIGH,cee36ce4-cc31-481f-8cab-02765d3e441f
Project for Office 365,PROJECTCLIENT,a10d5e58-74da-4312-95c8-76be4e5b75a0
Project Online Essentials,PROJECTESSENTIALS,776df282-9fc0-4862-99e2-70e561b9909e
Project Online Essentials for Faculty,PROJECTESSENTIALS_FACULTY,e433b246-63e7-4d0b-9efa-7940fa3264d6
Project Online Essentials for GCC,PROJECTESSENTIALS_GOV,ca1a159a-f09e-42b8-bb82-cb6420f54c8e
Project Online Premium,PROJECTPREMIUM,09015f9f-377f-4538-bbb5-f75ceb09358a
Project Online Premium without Project Client,PROJECTONLINE_PLAN_1,2db84718-652c-47a7-860c-f10d8abbdae3
Project Online with Project for Office 365,PROJECTONLINE_PLAN_2,f82a60b8-1ee3-4cfb-a4fe-1c6a53c2656c
Project Plan 1,PROJECT_P1,beb6439c-caad-48d3-bf46-0c82871e12be
Project Plan 1 (for Department),PROJECT_PLAN1_DEPT,84cd610f-a3f8-4beb-84ab-d9d2c902c6c9
Project Plan 3,PROJECTPROFESSIONAL,53818b1b-4a27-454b-8896-0dba576410e6
Project Plan 3 (for Department),PROJECT_PLAN3_DEPT,46102f44-d912-47e7-b0ca-1bd7b70ada3b
Project Plan 3 for Faculty,PROJECTPROFESSIONAL_FACULTY,46974aed-363e-423c-9e6a-951037cec495
Project Plan 3 for GCC,PROJECTPROFESSIONAL_GOV,074c6829-b3a0-430a-ba3d-aca365e57065
Project Plan 5 for GCC,PROJECTPREMIUM_GOV,f2230877-72be-4fec-b1ba-7156d6f75bd6
Project Plan 5 without Project Client for Faculty,PROJECTONLINE_PLAN_1_FACULTY,b732e2a7-5694-4dff-a0f2-9d9204c794ac
Rights Management Adhoc,RIGHTSMANAGEMENT_ADHOC,8c4ce438-32a7-4ac5-91a6-e22ae08d9c8b
Rights Management Service Basic Content Protection,RMSBASIC,093e8d14-a334-43d9-93e3-30589a8b47d0
Sensor Data Intelligence Additional Machines Add-in for Dynamics 365 Supply Chain Management,DYN365_IOT_INTELLIGENCE_ADDL_MACHINES,08e18479-4483-4f70-8f17-6f92156d8ea9
Sensor Data Intelligence Scenario Add-in for Dynamics 365 Supply Chain Management,DYN365_IOT_INTELLIGENCE_SCENARIO,9ea4bdef-a20b-4668-b4a7-73e1f7696e0a
SharePoint Online (Plan 1),SHAREPOINTSTANDARD,1fc08a02-8b3d-43b9-831e-f76859e04e1a
SharePoint Online (Plan 2),SHAREPOINTENTERPRISE,a9732ec9-17d9-494c-a51c-d6b45b384dcb
SharePoint Syntex,Intelligent_Content_Services,f61d4aba-134f-44e9-a2a0-f81a5adb26e4
Skype for Business Online (Plan 1),MCOIMP,b8b749f8-a4ef-4887-9539-c95b1eaa5db7
Skype for Business Online (Plan 2),MCOSTANDARD,d42c793f-6c78-4f43-92ca-e8f6a02b035f
Skype for Business PSTN Domestic and International Calling,MCOPSTN2,d3b4fe1f-9992-4930-8acb-ca6ec609365e
Skype for Business PSTN Domestic Calling,MCOPSTN1,0dab259f-bf13-4952-b7f8-7db8f131b28d
Skype for Business PSTN Domestic Calling (120 Minutes),MCOPSTN5,54a152dc-90de-4996-93d2-bc47e670fc06
Skype for Business PSTN Usage Calling Plan,MCOPSTNPP,06b48c5f-01d9-4b18-9015-03b52040f51a
Teams Phone with Calling Plan,MCOTEAMS_ESSENTIALS,ae2343d1-0999-43f6-ae18-d816516f6e78
TELSTRA Calling for O365,MCOPSTNEAU2,de3312e1-c7b0-46e6-a7c3-a515ff90bc86
Universal Print,UNIVERSAL_PRINT,9f3d9c1d-25a5-4aaa-8e59-23a1e6450a67
Visio Plan 1,VISIO_PLAN1_DEPT,ca7f3140-d88c-455b-9a1c-7f0679e31a76
Visio Plan 2,VISIO_PLAN2_DEPT,38b434d2-a15e-4cde-9a98-e737c75623e1
Visio Online Plan 1,VISIOONLINE_PLAN1,4b244418-9658-4451-a2b8-b5e2b364e9bd
Visio Plan 2 for Faculty,VISIOCLIENT_FACULTY,bf95fd32-576a-4742-8d7a-6dc4940b9532
Visio Online Plan 2,VISIOCLIENT,c5928f49-12ba-48f7-ada3-0d743a3601d5
Visio Plan 2 for GCC,VISIOCLIENT_GOV,4ae99959-6b0f-43b0-b1ce-68146001bdba
Viva Topics,TOPIC_EXPERIENCES,4016f256-b063-4864-816e-d818aad600c9
Windows 10/11 Enterprise E5 (Original),WIN_ENT_E5,1e7e1070-8ccb-4aca-b470-d7cb538cb07e
Windows 10/11 Enterprise A3 for faculty,WIN10_ENT_A3_FAC,8efbe2f6-106e-442f-97d4-a59aa6037e06
Windows 10/11 Enterprise A3 for students,WIN10_ENT_A3_STU,d4ef921e-840b-4b48-9a90-ab6698bc7b31
Windows 10/11 Enterprise A5 for faculty,WIN10_ENT_A5_FAC,7b1a89a9-5eb9-4cf8-9467-20c943f1122c
WINDOWS 10/11 ENTERPRISE E3,WIN10_PRO_ENT_SUB,cb10e6cd-9da4-4992-867b-67546b1db821
WINDOWS 10/11 ENTERPRISE E3,WIN10_VDA_E3,6a0f6da5-0b87-4190-a6ae-9bb5a2b9546a
Windows 10/11 Enterprise E5,WIN10_VDA_E5,488ba24a-39a9-4473-8ee5-19291e71b002
Windows 10/11 Enterprise E5 Commercial (GCC Compatible),WINE5_GCC_COMPAT,938fd547-d794-42a4-996c-1cc206619580
Windows 10/11 Enterprise VDA,E3_VDA_only,d13ef257-988a-46f3-8fce-f47484dd4550
Windows 365 Business 1 vCPU 2 GB 64 GB,CPC_B_1C_2RAM_64GB,816eacd3-e1e3-46b3-83c8-1ffd37e053d9
Windows 365 Business 2 vCPU 4 GB 128 GB,CPC_B_2C_4RAM_128GB,135bee78-485b-4181-ad6e-40286e311850
Windows 365 Business 2 vCPU 4 GB 256 GB,CPC_B_2C_4RAM_256GB,805d57c3-a97d-4c12-a1d0-858ffe5015d0
Windows 365 Business 2 vCPU 4 GB 64 GB,CPC_B_2C_4RAM_64GB,42e6818f-8966-444b-b7ac-0027c83fa8b5
Windows 365 Business 2 vCPU 8 GB 128 GB,CPC_B_2C_8RAM_128GB,71f21848-f89b-4aaa-a2dc-780c8e8aac5b
Windows 365 Business 2 vCPU 8 GB 256 GB,CPC_B_2C_8RAM_256GB,750d9542-a2f8-41c7-8c81-311352173432
Windows 365 Business 4 vCPU 16 GB 128 GB,CPC_B_4C_16RAM_128GB,ad83ac17-4a5a-4ebb-adb2-079fb277e8b9
Windows 365 Business 4 vCPU 16 GB 128 GB (with Windows Hybrid Benefit),CPC_B_4C_16RAM_128GB_WHB,439ac253-bfbc-49c7-acc0-6b951407b5ef
Windows 365 Business 4 vCPU 16 GB 256 GB,CPC_B_4C_16RAM_256GB,b3891a9f-c7d9-463c-a2ec-0b2321bda6f9
Windows 365 Business 4 vCPU 16 GB 512 GB,CPC_B_4C_16RAM_512GB,1b3043ad-dfc6-427e-a2c0-5ca7a6c94a2b
Windows 365 Business 8 vCPU 32 GB 128 GB,CPC_B_8C_32RAM_128GB,3cb45fab-ae53-4ff6-af40-24c1915ca07b
Windows 365 Business 8 vCPU 32 GB 256 GB,CPC_B_8C_32RAM_256GB,fbc79df2-da01-4c17-8d88-17f8c9493d8f
Windows 365 Business 8 vCPU 32 GB 512 GB,CPC_B_8C_32RAM_512GB,8ee402cd-e6a8-4b67-a411-54d1f37a2049
Windows 365 Enterprise 1 vCPU 2 GB 64 GB,CPC_E_1C_2GB_64GB,0c278af4-c9c1-45de-9f4b-cd929e747a2c
Windows 365 Enterprise 2 vCPU 4 GB 128 GB,CPC_E_2C_4GB_128GB,226ca751-f0a4-4232-9be5-73c02a92555e
Windows 365 Enterprise 2 vCPU 4 GB 256 GB,CPC_E_2C_4GB_256GB,5265a84e-8def-4fa2-ab4b-5dc278df5025
Windows 365 Enterprise 2 vCPU 4 GB 64 GB,CPC_E_2C_4GB_64GB,7bb14422-3b90-4389-a7be-f1b745fc037f
Windows 365 Enterprise 2 vCPU 8 GB 128 GB,CPC_E_2C_8GB_128GB,e2aebe6c-897d-480f-9d62-fff1381581f7
Windows 365 Enterprise 2 vCPU 8 GB 256 GB,CPC_E_2C_8GB_256GB,1c79494f-e170-431f-a409-428f6053fa35
Windows 365 Enterprise 4 vCPU 16 GB 128 GB,CPC_E_4C_16GB_128GB,d201f153-d3b2-4057-be2f-fe25c8983e6f
Windows 365 Enterprise 4 vCPU 16 GB 256 GB,CPC_E_4C_16GB_256GB,96d2951e-cb42-4481-9d6d-cad3baac177e
Windows 365 Enterprise 4 vCPU 16 GB 512 GB,CPC_E_4C_16GB_512GB,0da63026-e422-4390-89e8-b14520d7e699
Windows 365 Enterprise 8 vCPU 32 GB 128 GB,CPC_E_8C_32GB_128GB,c97d00e4-0c4c-4ec2-a016-9448c65de986
Windows 365 Enterprise 8 vCPU 32 GB 256 GB,CPC_E_8C_32GB_256GB,7818ca3e-73c8-4e49-bc34-1276a2d27918
Windows 365 Enterprise 8 vCPU 32 GB 512 GB,CPC_E_8C_32GB_512GB,9fb0ba5f-4825-4e84-b239-5167a3a5d4dc
Windows 365 Enterprise 2 vCPU 4 GB 128 GB (Preview),CPC_LVL_1,bce09f38-1800-4a51-8d50-5486380ba84a
Windows 365 Shared Use 2 vCPU 4 GB 64 GB,Windows_365_S_2vCPU_4GB_64GB,1f9990ca-45d9-4c8d-8d04-a79241924ce1
Windows 365 Shared Use 2 vCPU 4 GB 128 GB,Windows_365_S_2vCPU_4GB_128GB,90369797-7141-4e75-8f5e-d13f4b6092c1
Windows 365 Shared Use 2 vCPU 4 GB 256 GB,Windows_365_S_2vCPU_4GB_256GB,8fe96593-34d3-49bb-aeee-fb794fed0800
Windows 365 Shared Use 2 vCPU 8 GB 128 GB,Windows_365_S_2vCPU_8GB_128GB,2d21fc84-b918-491e-ad84-e24d61ccec94
Windows 365 Shared Use 2 vCPU 8 GB 256 GB,Windows_365_S_2vCPU_8GB_256GB,2eaa4058-403e-4434-9da9-ea693f5d96dc
Windows 365 Shared Use 4 vCPU 16 GB 128 GB,Windows_365_S_4vCPU_16GB_128GB,1bf40e76-4065-4530-ac37-f1513f362f50
Windows 365 Shared Use 4 vCPU 16 GB 256 GB,Windows_365_S_4vCPU_16GB_256GB,a9d1e0df-df6f-48df-9386-76a832119cca
Windows 365 Shared Use 4 vCPU 16 GB 512 GB,Windows_365_S_4vCPU_16GB_512GB,469af4da-121c-4529-8c85-9467bbebaa4b
Windows 365 Shared Use 8 vCPU 32 GB 128 GB,Windows_365_S_8vCPU_32GB_128GB,f319c63a-61a9-42b7-b786-5695bc7edbaf
Windows 365 Shared Use 8 vCPU 32 GB 256 GB,Windows_365_S_8vCPU_32GB_256GB,fb019e88-26a0-4218-bd61-7767d109ac26
Windows 365 Shared Use 8 vCPU 32 GB 512 GB,Windows_365_S_8vCPU_32GB_512GB,f4dc1de8-8c94-4d37-af8a-1fca6675590a
Windows Store for Business,WINDOWS_STORE,6470687e-a428-4b7a-bef2-8a291ad947c9
Windows Store for Business EDU Faculty,WSFB_EDU_FACULTY,
